バージョン,タイトル,ジャンル,アーティスト,プレー回数,NORMAL 難易度,NORMAL EXスコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER EXスコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER EXスコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,最終プレー日時
tricoro,LUV CAN SAVE U†,NEO 80's EURO ELECTRO,HIDEKI NAGANUMA,0,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,10,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
tricoro,mnemoniq,JAZZ HOUSE,youhei shimizu,1,4,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,1282,624,34,0,FULLCOMBO CLEAR,AAA,2019-07-05 21:32
tricoro,Neonlights,TECH DANCE,DJ Noriken,0,4,0,0,0,---,FULLCOMBO CLEAR,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
tricoro,neu,NIENTE,少年ラジオ,3,6,0,0,0,---,FULLCOMBO CLEAR,---,10,0,0,0,---,NO PLAY,---,12,3845,1853,139,1,FULLCOMBO CLEAR,AAA,2019-08-23 21:20
tricoro,New Decade IIDX Edition,SPEED DANCE CORE,Sota F.,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
tricoro,New Lights,HARDCORE,kors k,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
tricoro,Plan 8,HAPPY GABBA,Ryu☆,14,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3013,1388,237,30,EX HARD CLEAR,AAA,2019-09-21 22:50
tricoro,planarian,ELECTRIC POP,S-C-U,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
tricoro,POINT ZERO,DRUM'N'BASS,猫叉Master+,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
tricoro,Praludium,CLASSICAL PIANO,Yuko Takahashi,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
tricoro,Proof of the existence,HARD ELECTRONICA,猫叉Master+,14,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,12,3147,1494,159,2,FULLCOMBO CLEAR,AAA,2019-09-21 23:37
tricoro,Rainbow after snow,DRUM'N'BASS,猫叉Master feat.林ももこ,0,3,0,0,0,---,EASY CLEAR,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
tricoro,Re:GENERATION,EMOTIONAL SENTENCE,TAG feat. ERi,0,5,0,0,0,---,FULLCOMBO CLEAR,---,8,0,0,0,---,FULLCOMBO CLEAR,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
tricoro,rumrum triplets,LOUNGECORE,yu_tokiwa.djw,0,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
tricoro,S!ck,DRUMSTEP,Eagle,2,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2600,1235,130,1,FULLCOMBO CLEAR,AAA,2019-06-24 22:15
tricoro,Saturn,PROGRESSIVE TRIBAL,Mr.Saturn,1,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,2464,1154,156,6,FULLCOMBO CLEAR,AAA,2019-07-22 19:27
tricoro,Shining World,ELECTRO POP,DJ Genki feat. Yukacco,2,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,9,1923,950,23,0,FULLCOMBO CLEAR,AAA,2019-07-22 22:37
tricoro,SHION,HI-SPEED FANTASY TUNE,DJ YOSHITAKA,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
tricoro,Sol Cosine Job 2,FREEFORM HARDCORE,DJ TECHNORCH,1,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3063,1459,145,4,EX HARD CLEAR,AAA,2019-09-19 22:37
tricoro,STULTI,GRAVIOL,MAX MAXIMIZER VS DJ TOTTO,1,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2593,1204,185,19,EX HARD CLEAR,AAA,2019-09-19 22:59
tricoro,SYNC-ANTHEM,LATIN EURO,Tatsh feat. 星野奏子,1,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3557,1701,155,1,FULLCOMBO CLEAR,AAA,2018-12-16 19:47
tricoro,Synergy For Angels,ORBITALIC REVOLUTION,TAG×U1-ASAMi,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
tricoro,Take My Life,EUROBEAT,Y&Co.,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
tricoro,Thor's Hammer,TRANSCENDENTAL ETUDES,ユニバーサル度胸兄弟,20,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2923,1341,241,10,EX HARD CLEAR,AAA,2019-08-22 20:11
tricoro,Time To Empress,TRANCE,dj TAKA feat.wac & secret K,0,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
tricoro,Timepiece phase II,PROGRESSIVE ROCK,佐々木博史,1,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3074,1433,208,4,EX HARD CLEAR,AAA,2019-04-26 13:16
tricoro,Timepiece phase II (CN Ver.),PROGRESSIVE ROCK,佐々木博史,5,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2803,1306,191,20,EX HARD CLEAR,AAA,2019-08-06 19:16
tricoro,To my star,STARPOP,星野奏子,0,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
tricoro,True Blue,ESSENTIALLY,dj TAKA feat.AiMEE,3,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3705,1808,89,0,FULLCOMBO CLEAR,AAA,2019-07-31 21:37
tricoro,Valanga,ART CORE,DJ TOTTO,5,7,0,0,0,---,FULLCOMBO CLEAR,---,10,0,0,0,---,EX HARD CLEAR,---,12,3154,1512,130,3,EX HARD CLEAR,AAA,2019-05-07 15:36
tricoro,VALLIS-NERIA,TRANCE CORE,DJ YOSHITAKA,0,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
tricoro,VEGA,UNIVERSAL J-CORE,REDALiCE,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
tricoro,YELLOW FROG from Steel Chronicle,DESERT ALTERNATIVE EDGE,劇団レコード,0,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
tricoro,ZED,DUB STEP,USAO,0,5,0,0,0,---,FULLCOMBO CLEAR,---,8,0,0,0,---,FULLCOMBO CLEAR,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
tricoro,Zirkfied,SPACE REQUIEM,iconoclasm,1,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,12,3606,1675,256,12,EX HARD CLEAR,AAA,2019-03-30 20:16
tricoro,ΕΛΠΙΣ,ROMANTIC SCHOOL VARIATIONS,dj TAKA,1,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,12,3049,1452,145,1,FULLCOMBO CLEAR,AAA,2019-09-21 23:16
tricoro,†渚の小悪魔ラヴリィ～レイディオ†(IIDX EDIT),Hi-CORE,夏色ビキニのPrim,2,3,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3451,1638,175,7,EX HARD CLEAR,AAA,2019-05-09 17:54
tricoro,お米の美味しい炊き方、そしてお米を食べることによるその効果。,お米タル,大日本鉄倶楽部【あさき＆９６】,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
tricoro,たまゆら,PROGRESSIVE,佐々木博史,1,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2648,1261,126,9,FULLCOMBO CLEAR,AAA,2019-07-22 19:29
tricoro,アストライアの双皿,ZODIAC ORACLE 7,ZODIACSYNDICATE,1,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3005,1400,205,15,EX HARD CLEAR,AAA,2019-07-10 20:10
tricoro,カジノファイヤーことみちゃん,電波,ARM feat. 山本椛 + Brasscapsule,1,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2367,1105,157,1,EX HARD CLEAR,AAA,2019-04-01 19:39
tricoro,キャトられ恋はモ～モク,Hi-ν BLEEP,ギュ～っとしたいPrim,1,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,12,3669,1707,255,12,EX HARD CLEAR,AAA,2019-05-01 15:41
tricoro,シュレーディンガーの猫,TOY CONTEMPORARY,Cait Sith,3,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3320,1608,104,1,FULLCOMBO CLEAR,AAA,2019-09-21 22:28
tricoro,トリカゴノ鳳凰,歌謡 DRUM & BASS,L.E.D. Vs. 幽閉サテライト,3,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,12,3619,1709,201,9,FULLCOMBO CLEAR,AAA,2019-06-12 18:45
tricoro,メイメツ、フラグメンツ,CYBER SYMPHONIC POP,中山真斗(Elements Garden)feat.桜川めぐ,2,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1928,944,40,0,FULLCOMBO CLEAR,AAA,2019-06-07 22:00
tricoro,ラキラキ,LUCKY TECHNO,Mutsuhiko Izumi & S-C-U,1,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1798,855,88,---,FULLCOMBO CLEAR,AAA,2019-07-22 22:40
tricoro,下弦の月,NEO CLASSICAL DANCE,iNO,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
tricoro,仮想空間の旅人たち,TECHNO,DJ MURASAME,2,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2783,1344,95,0,FULLCOMBO CLEAR,AAA,2019-03-27 23:27
tricoro,仮想空間の旅人たち†,TECHNO,DJ MURASAME,1,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,12,3750,1817,116,1,FULLCOMBO CLEAR,AAA,2019-05-05 17:00
tricoro,創世ノート,CREATOR,PON+wac,0,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
tricoro,即席！脳直★ミュージックシステム,AKIBA-POP,MOSAIC.WAV,1,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3439,1616,207,3,FULLCOMBO CLEAR,AAA,2019-08-22 20:07
tricoro,朧,FASCINATION,HHH×MM×ST,0,4,0,0,0,---,FULLCOMBO CLEAR,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
tricoro,朧†,FASCINATION,HHH×MM×ST,2,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,11,2488,1210,68,1,FULLCOMBO CLEAR,AAA,2019-07-05 21:38
tricoro,梅雪夜,想歌 梅,Qrispy Joybox feat.mao,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
tricoro,狂イ咲ケ焔ノ華,Hi-GOTH,覚醒ノPrim,2,6,0,0,0,---,FULLCOMBO CLEAR,---,10,0,0,0,---,FULLCOMBO CLEAR,---,12,3534,1695,144,2,FULLCOMBO CLEAR,AAA,2019-03-30 21:55
tricoro,音楽,SILENT,弁士カンタビレオ,19,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2697,1249,199,7,EX HARD CLEAR,AAA,2019-08-20 21:58
tricoro,龍と少女とデコヒーレンス,EPIC TECHNO,黒猫ダンジョン,1,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2917,1406,105,4,FULLCOMBO CLEAR,AAA,2018-12-16 19:44
tricoro,龍と少女とデコヒーレンス†,EPIC TECHNO,黒猫ダンジョン,1,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,12,3236,1538,160,4,EX HARD CLEAR,AAA,2019-06-26 13:45
SPADA,Adularia,ARTCORE,DJ TOTTO,1,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,EX HARD CLEAR,---,12,2704,1269,166,3,FULLCOMBO CLEAR,AAA,2019-06-26 13:00
SPADA,ALBA -黎明-,HYPER GOTHIC BEAT,SOUND HOLIC feat. Nana Takahashi,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,Ancient Scapes,DYNASTIC FREEFORM,Durandal,1,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3362,1601,160,2,EX HARD CLEAR,AAA,2019-09-06 21:56
SPADA,Ancient Scapes†LEGGENDARIA,DYNASTIC FREEFORM,Durandal,2,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,12,4008,1870,268,16,EX HARD CLEAR,AAA,2019-05-28 16:59
SPADA,ATHER,ASTRAL HARDCORE,TAG underground,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,Atropos,NEUTRONIKA,sasakure.UK,0,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,BLUE DRAGON(雷龍RemixIIDX),RAVERS DANCE SPEED,青龍,1,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3236,1531,174,9,EX HARD CLEAR,AAA,2019-09-19 22:20
SPADA,BRAINSTORM,TRANCECORE MEETS GABBA,Hardcore United Tokyo(teranoid & DJ TECHNORCH),0,4,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
SPADA,BRAVE OUT,ELECTRANCE,nomico / DOWNFORCE,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,Claiomh Solais,ILUZIO,DJ Yoshitaka VS S.S.D.,0,2,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,Cleopatrysm,PHARAO BEAM STEP,ピラミッ℃,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
SPADA,Close the World feat. a☆ru,J-CORE,天叢雲剣,3,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3303,1578,147,2,FULLCOMBO CLEAR,AAA,2019-05-20 17:10
SPADA,Close the World feat.a☆ru†LEGGENDARIA,J-CORE,天叢雲剣,3,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,12,3719,1767,185,8,EX HARD CLEAR,AAA,2019-09-06 22:33
SPADA,Critical Crystal,DANCE SPEED,青龍,0,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
SPADA,Dark Fall,MASSIVE DANCE SPEED,黒龍,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
SPADA,DARK LEGACY,DARK ELEMENT,BaSTeT,1,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,12,3443,1632,179,13,EX HARD CLEAR,AAA,2018-12-16 19:50
SPADA,Devilz Sacrifice -贖罪の羊-,SYMPHONIC BREAK BEATS,OSTER project,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,diagram,GLITCH HOP,Expander,1,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,11,2797,1343,111,2,FULLCOMBO CLEAR,AAA,2019-01-22 22:19
SPADA,Elektrick U-Phoria,UK HARDCORE,DJ Noriken,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,Element of SPADA,HEALING POP,猫叉Master feat.霜月はるか,2,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,2052,1005,42,0,FULLCOMBO CLEAR,AAA,2019-05-29 18:58
SPADA,Engraved Mark,HAPPY SAD CORE,Ryu☆ ∞ Des-ROW,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,EXTREME MACH COLLIDER,TECHNO,L.E.D.,1,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2544,1240,64,1,FULLCOMBO CLEAR,AAA,2019-07-29 19:48
SPADA,Feel The Beat,HARDCORE RAVE,Falsion,1,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3428,1612,204,6,FULLCOMBO CLEAR,AAA,2019-09-06 22:08
SPADA,Feel The Beat†LEGGENDARIA,HARDCORE RAVE,Falsion,1,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,12,4050,1881,288,12,EX HARD CLEAR,AAA,2018-11-13 23:47
SPADA,Funny shuffle,JAG GLITCH,猫叉Master+,0,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,HYENA,BIG BEAT,Hommarju,1,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2682,1260,162,3,FULLCOMBO CLEAR,AAA,2019-06-20 12:08
SPADA,Hypersonik,DRUM&BASS,Eagle,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,I will be back -オレは帰ってきた-,ONLY ONE MOMENT,SUPER STAR 満-MITSURU-,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
SPADA,Idola,REPLICANT CORE,iconoclasm feat.GUMI,1,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3535,1713,109,2,FULLCOMBO CLEAR,AAA,2019-09-15 22:07
SPADA,Immortal,J-CORE,DJ NAGAI,1,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3071,1484,103,3,EX HARD CLEAR,AAA,2019-09-19 22:34
SPADA,Insane Techniques,Hi-TECH FULL ON,kors k,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,INSOMNIA,FUNKOT,ジャカルタファンクブラザーズ,1,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,FULLCOMBO CLEAR,---,12,3060,1419,222,10,EX HARD CLEAR,AAA,2019-08-26 22:19
SPADA,into the battlefield,SYMPHONIC BREAKS,the wandering bard,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,invoker,TRIBE CORE,Caladborg,1,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3097,1482,133,3,FULLCOMBO CLEAR,AAA,2019-09-06 23:21
SPADA,invoker†LEGGENDARIA,TRIBE CORE,Caladborg,1,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,12,3432,1612,208,14,EX HARD CLEAR,AAA,2019-06-26 13:37
SPADA,IX,BLOOD METAL,dj TAKA VS DJ TOTTO feat.藍,6,6,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,12,3657,1708,241,10,EX HARD CLEAR,AAA,2019-09-06 21:59
SPADA,KAISER PHOENIX,HEAVY METAL,96,1,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3084,1445,194,9,EX HARD CLEAR,AAA,2019-03-13 23:06
SPADA,KAISER PHOENIX†,HEAVY METAL,96,10,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,12,3656,1665,326,4,EX HARD CLEAR,AAA,2019-07-19 19:31
SPADA,KHAMEN BREAK,PROGRESSIVE GOSPEL,くふおー,0,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
SPADA,LA FESTA LA VITA!!,DRUM'N'BASS,GUHROOVY,1,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2790,1331,128,2,EX HARD CLEAR,AAA,2019-02-14 22:03
SPADA,Last Dance,HARD STACC,dj TAKA,1,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3133,1503,127,5,FULLCOMBO CLEAR,AAA,2019-05-01 14:33
SPADA,Lighting Shower,TRANCE POP,TAG,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,M.D.Injection,PIECED DOWNBEAT,Project B-,1,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,2360,1133,94,0,FULLCOMBO CLEAR,AAA,2019-05-09 18:25
SPADA,m1dy Deluxe,TOKYO STYLE SPEEDCORE,m1dy,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,MAD ATTACK,UPBEAT,HALFBY,0,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,MAGIC & LOVE,HAPPY CORE,DJ Genki feat. Yukacco,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,Miracle 5ympho X,FRENCHCORE,USAO,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,NPC World,ELECTRO POP,PON,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,Odin,GABBER,Noizenecio,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
SPADA,Overload Frontier,HARDCORE RAVE,DJ Shimamura,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,Pharaoh,ANCIENT CIVILIZATION,劇団レコード,0,3,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,PUNISHER,VARIANT RAVE,TAG×PON,2,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3496,1694,108,3,FULLCOMBO CLEAR,AAA,2019-05-10 17:30
SPADA,ra'am,RAVERS DANCE SPEED,雷龍,1,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2661,1237,187,16,EX HARD CLEAR,AAA,2019-09-19 22:02
SPADA,rainbow guitar weeps,BRIGHTNESS,dj TAKA,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,Recollection,POPS,Noria,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,refractive index,PSYCHEDELIC TRANCE,Sota Fujimori,0,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,RISE,DRUMSTEP,Dirty Androids,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,RIZING YOU UP,HAPPY HARDCORE,Ryu☆,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
SPADA,SCHWARZSCHILD FIELD,FULL ON,L.E.D.,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
SPADA,Sigmund,REQUIEM PSY,Gram,5,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3657,1695,267,22,EX HARD CLEAR,AAA,2019-07-10 20:19
SPADA,Sigmund†LEGGENDARIA,REQUIEM PSY,Gram,12,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,12,4052,1881,290,34,EX HARD CLEAR,AAA,2019-08-23 21:45
SPADA,Squeeze,WITHOUT YOU TONIGHT-VI-,VENUS feat. Mutsuhiko Izumi,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
