バージョン,タイトル,ジャンル,アーティスト,プレー回数,NORMAL 難易度,NORMAL EXスコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER EXスコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER EXスコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,最終プレー日時
CANNON BALLERS,Battleground,SCHRANZ,kors k,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
CANNON BALLERS,Be a Hero!,DIGITAL THRASH PUNK,中島由貴,0,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,Beast mode,SPEED EURO,BEMANI Sound Team "TAG",0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
CANNON BALLERS,Best of Me,CYBER LIQUID FUNK,Maozon,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,Boomy and The Boost,NEO JUNGLE,Eagle,17,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3447,1639,169,6,EX HARD CLEAR,AAA,2019-08-15 22:16
CANNON BALLERS,Break Stasis,DRUMSTEP/HARDCORE,Hommarju & Akira Complex,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,ChaserXX,CYBERNETICS PIANO HOUSE,HuΣeR,6,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2729,1279,171,1,FULLCOMBO CLEAR,AAA,2019-08-20 22:12
CANNON BALLERS,Chemical Cookie,FUTURE BASS,YUC'e,1,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2078,998,82,0,FULLCOMBO CLEAR,AAA,2019-08-20 21:26
CANNON BALLERS,City Never Sleeps (IIDX Edition),DRUM&BASS,Dirty Androids,0,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,COSMIC☆WONDER☆REVOLUTION,COSMIC POP,猫叉Master+,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,DEADHEAT,HARDCORE,DJ Myosuke,1,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3229,1524,181,5,EX HARD CLEAR,AAA,2019-09-19 22:17
CANNON BALLERS,DEATH†ZIGOQ ～怒りの高速爆走野郎～,世紀末コア,L.E.D.ALiCE(DJ NAGAI Vs. BEMANI Sound Team "L.E.D.-G"),6,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3874,1824,226,2,EX HARD CLEAR,AAA,2019-08-26 20:59
CANNON BALLERS,DropZ-Line-,PUMPCORE,Getty vs. DJ DiA,3,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3032,1419,194,5,EX HARD CLEAR,AAA,2019-06-25 10:50
CANNON BALLERS,Eine Haube ～聖地の果てにあるもの～,VELLUM,AIKO OI,2,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2515,1200,115,0,FULLCOMBO CLEAR,AAA,2019-05-28 16:42
CANNON BALLERS,EMERALDAS,IRREGULAR DJENT STEP,BEMANI Sound Team "HuΣeR vs dj Hellix",34,7,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,12,3285,1528,229,19,EX HARD CLEAR,AAA,2019-06-11 21:01
CANNON BALLERS,encounter,DRUM'N'BASS,猫叉Master+,1,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3168,1499,170,3,FULLCOMBO CLEAR,AAA,2019-09-21 23:11
CANNON BALLERS,Exhaust Hype,HARD BASS HOUSE,DJ Noriken,1,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2757,1333,91,1,FULLCOMBO CLEAR,AAA,2019-06-10 20:16
CANNON BALLERS,Expanded !!,MIDDLE EASTERN TWERK,BEMANI Sound Team "Expander",0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,Fervidex,ARTCORE,Feryquitous,2,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2631,1280,71,2,FULLCOMBO CLEAR,AAA,2019-08-02 21:49
CANNON BALLERS,FIRE BALL,SPEED STAR,BEMANI Sound Team "RACER-X",0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
CANNON BALLERS,FREEDOM,HYPER DUBSTEP,USAO,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
CANNON BALLERS,From Time To Time,TECH HOUSE,sanodg,0,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,FUTURE is Dead,HOLIC,C-Show,5,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2190,1053,84,5,EX HARD CLEAR,AAA,2019-08-14 21:03
CANNON BALLERS,Get Up! feat. Kanae Asaba,TROPICAL HOUSE,MK,0,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,HAT TRICK,HANDZ STYLE,P*Light,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
CANNON BALLERS,Hella Deep,FREESTYLE,MASAYOSHI IIMORI,0,4,0,0,0,---,FULLCOMBO CLEAR,---,7,0,0,0,---,FULLCOMBO CLEAR,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,HYPE THE CORE,GABBA,DJ CHUCKY,0,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
CANNON BALLERS,I Love You,EURO TRANCE,O/iviA,1,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2700,1320,60,0,FULLCOMBO CLEAR,AAA,2019-04-02 20:17
CANNON BALLERS,I'm Coming (2017 Version),ダンスミュージック,Pa's Lam System,0,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,Illusionary Waterlily,EMOTIONAL RAVE EUPHORIA,DJ Noriken,1,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3341,1563,215,10,EX HARD CLEAR,AAA,2019-08-14 21:42
CANNON BALLERS,Initiation,00's TECHNO,BEMANI Sound Team "謎の勢力",9,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3731,1747,237,15,EX HARD CLEAR,AAA,2019-06-20 21:42
CANNON BALLERS,Let's Bounce !!,FUTURE HOUSE,BEMANI Sound Team "Sota F.",0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
CANNON BALLERS,Life Is A Game ft.DD"ナカタ"Metal,UPTEMPO HARDCORE,RoughSketch,7,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3358,1603,152,3,EX HARD CLEAR,AAA,2019-07-29 20:13
CANNON BALLERS,LIGHTS ft. EVO+,EMO BREAKS,lapix,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,LUV DRIVE,POPCORE,RoughSketch feat.Aikapin,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
CANNON BALLERS,MAXIVCORD,ADMIRABLE,BEMANI Sound Team "dj TAKA",0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,Midnight Lady,NU 80's DISCO FUNK,Dirty Androids,0,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,Mira,ALTERNATIVE FUGUE,Akhuta,1,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,3052,1461,130,2,FULLCOMBO CLEAR,AAA,2019-08-23 21:34
CANNON BALLERS,n'pa pa BBQ,FUTURE TERROR,YUC'e,2,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2712,1309,94,0,FULLCOMBO CLEAR,AAA,2019-05-28 16:45
CANNON BALLERS,NITROUS CANNON,MACHINEGUN PSYSTYLE,かめりあ,3,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3464,1617,230,8,EX HARD CLEAR,AAA,2019-05-20 17:16
CANNON BALLERS,No Limit 2 dAnce feat. 大山愛未,HYPER TECHNO,Y&Co.,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,Nothing but Theory,ULTRA JAZZFUNKTION,lapix,1,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2799,1365,69,1,FULLCOMBO CLEAR,AAA,2019-02-02 18:22
CANNON BALLERS,O/D*20,TECHNO,Ryu*,1,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2088,1020,48,0,FULLCOMBO CLEAR,AAA,2019-04-25 16:58
CANNON BALLERS,Only for now,PSYCHDELIC TRANCE,RINA SOUND PRODUCE : KAZUYA TAKASE,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,Papilio ulysses,DRUMSTEP,BEMANI Sound Team "SYUNN",22,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2793,1308,177,2,EX HARD CLEAR,AAA,2019-08-26 22:07
CANNON BALLERS,Persephone,HARDSTYLE,Massive New Krew,2,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2861,1333,195,3,EX HARD CLEAR,AAA,2019-06-26 13:09
CANNON BALLERS,Rampage,HARDCORE,USAO,1,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3489,1677,135,6,EX HARD CLEAR,AAA,2019-06-24 22:06
CANNON BALLERS,Raspberry Railgun,PANIC FUSION,OSTER project,8,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3107,1513,81,1,FULLCOMBO CLEAR,AAA,2019-09-06 22:17
CANNON BALLERS,REVOLVER,Hi-TECHDANCE,sky_delta,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,Rise Circuit,DRUM'N'BASS,COSIO,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
CANNON BALLERS,SHOX,DRUM'N'BASS,RAM,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,Sleepless days,THE WORLD EVOLVE,猫叉Master feat.Mayumi Morinaga,3,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1562,774,14,0,FULLCOMBO CLEAR,AAA,2019-06-07 22:15
CANNON BALLERS,Slipstream,FUTURE CORE,lapix,1,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3362,1564,234,11,EX HARD CLEAR,AAA,2019-04-28 23:10
CANNON BALLERS,Son， not gabba now,GABBA,Y&Co.,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,SPEED,ROCK FUSION,BEMANI Sound Team "Mutsuhiko Izumi",0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,SPEED DEMON,HARDTEK,GUHROOVY feat. NO+CHIN,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
CANNON BALLERS,STARLIGHT JUNCTION,HEAV'NLY TRANCE,SOUND HOLIC feat. Nana Takahashi,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,Static State,ELECTRO TRANCE,Nhato,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,SUNLiGHT (IIDX Mix),TRANCE SPEED,日龍,0,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,Temple of Anubis,PSYSTYLE,Massive New Krew,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,THE CANNONBALLER,EUROBEAT,L.E.D. feat. YURiCa/花たん,0,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,The Chase,TECH BREAKS,DJ Mass MAD Izm*,20,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2093,957,179,6,EX HARD CLEAR,AAA,2019-08-26 22:04
CANNON BALLERS,The Revolution (VIP Mix),HDM,Scott Brown & M-Project,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
CANNON BALLERS,UMMU,OSHARave,t+pazolite,0,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
CANNON BALLERS,Usual Days-remix,DANCE POP,ota2,5,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2581,1230,121,3,FULLCOMBO CLEAR,AAA,2019-08-17 21:55
CANNON BALLERS,VOX RUSH,ROTTERDAM RAVE,青龍 × sampling masters MEGA & sampling masters AYA,2,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3255,1540,175,7,EX HARD CLEAR,AAA,2019-05-22 22:57
CANNON BALLERS,Xperanza,HYBRID HARDCORE,aran,1,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3048,1447,154,13,EX HARD CLEAR,AAA,2019-02-14 23:16
CANNON BALLERS,うさ☆かめ 大戦争！,プログレッシブ徒競走,ARM×狐夢想 feat. I've : 柚子乃 & RINA,3,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2452,1179,94,0,FULLCOMBO CLEAR,AAA,2019-08-29 21:50
CANNON BALLERS,エディブルフラワーの独白,HARD FRENCH,OSTER project feat. 常盤ゆう,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,シムルグの目醒め,NATURE,BEMANI Sound Team "DJ TOTTO" feat.rionos,15,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3327,1542,243,10,EX HARD CLEAR,AAA,2019-07-10 20:25
CANNON BALLERS,ナイトシティー・アヴァンチュール,歌謡ニューウェーブ,森永真由美,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,ハイ*ビスカス ft. Kanae Asaba,YANKEE CAR J TRANCE,Xceon,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,バ→ビ→ブ→Bomb!,電波ソング,ヒゲドライバー join. 新菜まこ & 松平なな,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
CANNON BALLERS,バスルーム ロマンス,CLASSIC MOTIF,BEMANI Sound Team "Saori Watanabe",0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,パラドキシカル・タイムリープトライアル(Short Ver.),AKIBA-POP,MOSAIC.WAV,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,ラストセンチュリーメランコリック,FUTURE J-POP,DJ Taku aka ☆Taku Takahashi (m-flo),0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,共犯へヴンズコード,ELEGANT SWING,D-Evoke（与那嶺雅人/小日向翔）,1,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,2186,1040,106,1,FULLCOMBO CLEAR,AAA,2019-08-14 20:48
CANNON BALLERS,命の標本,STRANGE WORLD MUSIC,志方あきこ,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
CANNON BALLERS,東京神話,ORBITALIC GABBER STEP,DJ TECHNORCH feat.宇宙★海月 vs BEMANI Sound Team "U1-ASAMi",5,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2746,1278,190,10,EX HARD CLEAR,AAA,2019-06-25 14:49
CANNON BALLERS,神謳 -RESONANCE-,Hi-MYTH,SOUND HOLIC feat. Nana Takahashi Vs.GOD PHOENIX Prim,4,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3906,1872,162,3,FULLCOMBO CLEAR,AAA,2019-06-06 22:51
CANNON BALLERS,純真可憐デザイア,EMOTIONAL ROCK,BEMANI Sound Team "HuΣeR" feat.Fernweh,1,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2300,1130,40,0,FULLCOMBO CLEAR,AAA,2019-06-06 23:04
CANNON BALLERS,草原の王女-軌跡を辿って-,JOURNEY SCENE,劇団レコード,0,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
Rootage,& Intelligence,MEGA MIX,lapix,3,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,3059,1449,161,5,EX HARD CLEAR,AAA,2019-08-12 21:49
Rootage,50th Memorial Songs -Beginning Story-,ANNIVERSARY,BEMANI Sound Team,1,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2645,1274,97,0,FULLCOMBO CLEAR,AAA,2019-03-24 21:50
Rootage,50th Memorial Songs -Flagship medley-,ANNIVERSARY,BEMANI Sound Team,1,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2162,1022,118,0,FULLCOMBO CLEAR,AAA,2019-04-25 15:51
Rootage,50th Memorial Songs -The BEMANI History-,ANNIVERSARY,BEMANI Sound Team,2,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2604,1260,84,1,FULLCOMBO CLEAR,AAA,2019-06-12 19:04
Rootage,50th Memorial Songs -二人の時 ～under the cherry blossoms～-,ANNIVERSARY,BEMANI Sound Team,1,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2547,1240,67,4,EX HARD CLEAR,AAA,2019-05-10 17:27
Rootage,A Tale Hidden In The Abyss,COMMENT OUT,BEMANI Sound Team "person09",5,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2593,1251,91,1,FULLCOMBO CLEAR,AAA,2019-09-07 22:40
Rootage,Afterimage d'automne,ASYMMETRY ART,BEMANI Sound Team "猫叉劇団",5,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2768,1297,174,0,FULLCOMBO CLEAR,AAA,2019-09-22 20:34
Rootage,AGAiN,HARDCORE,DJ NAGAI,1,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2274,1108,58,0,FULLCOMBO CLEAR,AAA,2018-11-09 23:14
Rootage,Angels & Demons,DRUM & BASS,月代 彩,1,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2390,1162,66,3,EX HARD CLEAR,AAA,2018-11-13 23:07
Rootage,BLACK JACKAL,DANCE MUSIC,Akira Complex,1,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2305,1124,57,0,FULLCOMBO CLEAR,AAA,2019-09-15 21:47
Rootage,BLOSSOM,BLOOM TRANCE,BEMANI Sound Team "TAG",1,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2433,1162,109,7,EX HARD CLEAR,AAA,2019-04-07 15:48
Rootage,Carmina,SYMPHONIC TRANCECORE,CANVAS feat. Quimar,50,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3584,1641,302,15,EX HARD CLEAR,AAA,2019-09-09 21:05
Rootage,Catch Our Fire!,MARVELOUS CHEER,中島由貴,9,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3630,1751,128,2,EX HARD CLEAR,AAA,2019-05-13 22:54
Rootage,CODE:0,BIG BEAT,BEMANI Sound Team "HEXA",1,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2732,1291,150,7,EX HARD CLEAR,AAA,2019-06-24 23:34
Rootage,CoMAAAAAAA,UPLIFTING ETHNIC,Ryu☆,1,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,2356,1152,52,1,EX HARD CLEAR,AAA,2018-11-13 23:10
Rootage,COSMIC CYBER,BIGCORE,BEMANI Sound Team "Captain Sonic",2,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2822,1359,104,0,FULLCOMBO CLEAR,AAA,2019-09-06 23:14
Rootage,Cranberry City ft. Luschel,GARAGE,lapix,1,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2341,1115,111,0,FULLCOMBO CLEAR,AAA,2018-11-13 23:16
Rootage,dAuntl3ss,HARDER DANCE MUSIC,DJ Noriken,9,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3395,1628,139,0,FULLCOMBO CLEAR,AAA,2019-05-28 17:02
Rootage,Digital Skipper,HYBRID,BEMANI Sound Team "Expander",1,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2221,1088,45,1,FULLCOMBO CLEAR,AAA,2018-11-13 23:19
Rootage,Dr. Chemical & Killing Machine,INDUSTRIAL TECHNO,Hommarju,3,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3277,1584,109,0,FULLCOMBO CLEAR,AAA,2018-12-24 22:10
Rootage,Drastic Dramatic,8BARS,KING & Princess,5,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3401,1644,113,1,FULLCOMBO CLEAR,AAA,2019-06-25 10:37
Rootage,DRUNK MONKY,MINIMAL,DJ ODDBALL,6,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2232,1062,108,0,FULLCOMBO CLEAR,AAA,2019-08-26 21:04
Rootage,Ember Lights,FUSION TRANCE,Nhato,1,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2637,1272,93,1,EX HARD CLEAR,AAA,2018-12-16 19:22
Rootage,EVANESCENT,PROGRESSIVE ROCK,SOUND HOLIC feat. Nana Takahashi,5,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3474,1647,180,2,EX HARD CLEAR,AAA,2019-06-26 13:30
Rootage,Garuda,JUKE/FOOTWORK,kors k,4,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2540,1223,94,0,FULLCOMBO CLEAR,AAA,2019-07-31 21:28
Rootage,Geirskogul,CYBER DRUMSTEP,Maozon,1,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2140,1016,108,3,EX HARD CLEAR,AAA,2019-06-25 10:07
Rootage,GENE,TECHNO GRAFFITI,VINCENT GANATCH,17,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,4201,2024,153,0,FULLCOMBO CLEAR,AAA,2019-09-07 22:57
Rootage,GIGA THRASH,DUBSTEP,Blacklolita,2,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2676,1280,116,1,FULLCOMBO CLEAR,AAA,2019-07-21 16:08
Rootage,Glory,EDM,kradness,4,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,2279,1100,79,0,FULLCOMBO CLEAR,AAA,2018-12-16 19:54
Rootage,GO OVER WITH GLARE -ROOTAGE 26-,HARDSTYLE,BEMANI Sound Team "L.E.D.-G",31,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3818,1841,136,9,EX HARD CLEAR,AAA,2019-09-22 21:05
Rootage,HARD BRAIN,HARD TECHNO,AJURIKA,13,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3703,1794,115,0,FULLCOMBO CLEAR,AAA,2019-09-05 19:41
Rootage,HEISEI,ELECTRONIC RHAPSODY,BEMANI Sound Team "dj TAKA",7,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,2538,1247,44,0,FULLCOMBO CLEAR,AAA,2019-04-30 20:18
Rootage,HOT LIMIT,IIDX EDITION,Remixed by BEMANI Sound Team "HuΣeR feat.PON",3,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,2490,1214,62,0,FULLCOMBO CLEAR,AAA,2019-01-08 22:01
